"Matrícula";"Instituição";"Sexo";"Curso";"Turno";"Turma Atual";"Per. Let. Ingresso"
"20171LLPAD23840";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21594";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20172LLPAD20164";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20172LLPAD21861";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20171LLPAD20469";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20172LLPAD20326";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20171LLPAD23700";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD21880";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20182LLPAD20888";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2018/2"
"20171LLPAD20590";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21608";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20172LLPAD21250";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20172LLPAD21330";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20211LLPAD22213";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD22933";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD22221";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20172LLPAD22140";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20211LLPAD21900";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD20806";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD21624";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20182LLPAD20098";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2018/2"
"20171LLPAD22267";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD22488";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20172LLPAD20296";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20172LLPAD20750";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20172LLPAD20822";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20171LLPAD23620";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20172LLPAD20873";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20211LLPAD20814";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD20164";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD20822";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD22216";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD20639";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21306";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD22232";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD21791";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD22259";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD20830";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20172LLPAD22116";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20171LLPAD22666";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21195";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD22429";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20172LLPAD21543";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20211LLPAD20849";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD21643";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20182LLPAD20454";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2018/2"
"20171LLPAD23220";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21934";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD23867";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD20906";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20171LLPAD21570";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD20105";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD20647";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD20113";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD20345";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20192LLPAD20043";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2019/2"
"20211LLPAD20563";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20172LLPAD21276";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20211LLPAD22230";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD23549";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20172LLPAD20415";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20171LLPAD21759";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21209";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20172LLPAD21616";"Campus Vitória";"F";"Licenciatura em Letras Português";"Integral";;"2017/2"
"20211LLPAD22248";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD21918";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20171LLPAD21376";"Campus Vitória";"M";"Licenciatura em Letras Português";"Integral";;"2017/1"
"20211LLPAD21926";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD21217";"Campus Vitória";"M";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20211LLPAD21616";"Campus Vitória";"F";"Licenciatura em Letras Português";"EAD";;"2021/1"
"20161LIMATN0429";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20181LIMATN0243";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0014";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20151LIMATN0139";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20131LIMATN0012";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20191LIMATN0010";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0294";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20201LIMATN0019";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20171LIMATN0280";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20181LIMATN0235";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20192LIMATN0026";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/2"
"20191LIMATN0525";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20151LIMATN0210";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20201LIMATN0221";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20171LIMATN0506";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20161LIMATN0380";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20201LIMATN0205";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20151LIMATN0201";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20201LIMATN0230";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20181LIMATN0022";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20171LIMATN0409";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20171LIMATN0158";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20191LIMATN0029";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0037";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20161LIMATN0259";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20171LIMATN0352";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20161LIMATN0232";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20161LIMATN0356";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20201LIMATN0183";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20161LIMATN0457";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20131LIMATN0292";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20191LIMATN0169";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0227";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20151LIMATN0392";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20191LIMATN0487";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0337";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20181LIMATN0561";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20161LIMATN0275";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20131LIMATN0195";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20201LIMATN0450";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20201LIMATN0248";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20201LIMATN0132";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20172LIMATN0015";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/2"
"20191LIMATN0053";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0045";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0049";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20171LIMATN0476";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20111LIMATN0036";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";"20111.LIMATN.1.LICEN";"2011/1"
"20191LIMATN0436";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20161LIMATN0402";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20101LIMATN0153";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2010/1"
"20151LIMATN0180";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20171LIMATN0387";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20181LIMATN0286";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20171LIMATN0328";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20161LIMATN0267";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20192LIMATN0018";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/2"
"20161LIMATN0160";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20201LIMATN0299";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0452";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20151LIMATN0350";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20201LIMATN0256";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20171LIMATN0166";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20131LIMATN0314";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20161LIMATN0461";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20171LIMATN0263";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20181LIMATN0553";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0057";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20161LIMATN0518";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20161LIMATN0038";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20101LIMATN0340";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2010/1"
"20171LIMATN0018";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20201LIMATN0370";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20151LIMATN0430";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20151LIMATN0198";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20191LIMATN0479";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0353";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20152LIMATN0047";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/2"
"20191LIMATN0070";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20171LIMATN0468";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20181LIMATN0065";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0332";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20191LIMATN0401";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20101LIMATN0420";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2010/1"
"20191LIMATN0088";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0290";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20131LIMATN0560";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20172LIMATN0074";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/2"
"20181LIMATN0588";"Campus Vitória";"M";"Licenciatura em Matemática ";"Integral";;"2018/1"
"20141LIMATN0051";"Campus Vitória";"M";"Licenciatura em Matemática ";"Integral";;"2014/1"
"20171LIMATN0204";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20171LIMATN0034";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20201LIMATN0264";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20181LIMATN0529";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20152LIMATN0039";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/2"
"20191LIMATN0150";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20171LIMATN0336";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20201LIMATN0124";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20201LIMATN0116";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20172LIMATN0040";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/2"
"20171LIMATN0344";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20201LIMATN0302";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20181LIMATN0081";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20171LIMATN0212";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20191LIMATN0100";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20151LIMATN0244";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20191LIMATN0118";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0274";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0469";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0428";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0388";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0096";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0170";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20191LIMATN0410";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0126";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20161LIMATN0119";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20171LIMATN0220";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20152LIMATN0055";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/2"
"20181LIMATN0251";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0090";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20151LIMATN0341";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20191LIMATN0258";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20161LIMATN0194";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20141LIMATN0086";"Campus Vitória";"M";"Licenciatura em Matemática ";"Integral";;"2014/1"
"20171LIMATN0441";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20201LIMATN0108";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20131LIMATN0322";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20201LIMATN0094";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0312";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20171LIMATN0140";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20171LIMATN0077";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20181LIMATN0219";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20201LIMATN0396";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20171LIMATN0085";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20132LIMATN0036";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2013/2"
"20191LIMATN0517";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20161LIMATN0364";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20141LIMATN0191";"Campus Vitória";"F";"Licenciatura em Matemática ";"Integral";;"2014/1"
"20201LIMATN0400";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20101LIMATN0200";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2010/1"
"20131LIMATN0128";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20101LIMATN0390";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2010/1"
"20161LIMATN0283";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20161LIMATN0143";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20172LIMATN0058";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/2"
"20161LIMATN0470";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20131LIMATN0330";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2013/1"
"20172LIMATN0112";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2017/2"
"20191LIMATN0282";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0078";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0134";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0231";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0345";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20141LIMATN0078";"Campus Vitória";"M";"Licenciatura em Matemática ";"Integral";;"2014/1"
"20201LIMATN0060";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20201LIMATN0043";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20131LIMATN0608";"Campus Vitória";"F";"Licenciatura em Matemática ";;;"2013/1"
"20141LIMATN0353";"Campus Vitória";"M";"Licenciatura em Matemática ";"Integral";;"2014/1"
"20201LIMATN0442";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0541";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0111";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0367";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0405";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20181LIMATN0383";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20191LIMATN0509";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20191LIMATN0193";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20201LIMATN0035";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20191LIMATN0266";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0545";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20191LIMATN0398";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0138";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20151LIMATN0325";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20181LIMATN0146";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20161LIMATN0178";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20191LIMATN0380";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20181LIMATN0200";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20171LIMATN0115";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20101LIMATN0293";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2010/1"
"20181LIMATN0340";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20201LIMATN0418";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20181LIMATN0324";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2018/1"
"20172LIMATN0066";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/2"
"20201LIMATN0477";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20171LIMATN0131";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2017/1"
"20161LIMATN0240";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2016/1"
"20191LIMATN0223";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20121LIMATN0393";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2012/1"
"20201LIMATN0434";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2020/1"
"20121LIMATN0253";"Campus Vitória";"F";"Licenciatura em Matemática ";"Noturno";;"2012/1"
"20191LIMATN0347";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2019/1"
"20151LIMATN0384";"Campus Vitória";"M";"Licenciatura em Matemática ";"Noturno";;"2015/1"
"20191BAFIS0012";"Campus Cariacica";"M";"Bacharelado em Física";"Integral";;"2019/1"
"20201BAFIS0008";"Campus Cariacica";"M";"Bacharelado em Física";"Vespertino";;"2020/1"
"20182BAFIS0021";"Campus Cariacica";"M";"Bacharelado em Física";"Vespertino";;"2018/2"
"20162BAFIS0035";"Campus Cariacica";"F";"Bacharelado em Física";"Integral";;"2016/2"
"20201BAFIS0005";"Campus Cariacica";"F";"Bacharelado em Física";"Vespertino";;"2020/1"
"20192BAFIS0061";"Campus Cariacica";"F";"Bacharelado em Física";"Vespertino";;"2019/2"
"20192BAFIS0088";"Campus Cariacica";"F";"Bacharelado em Física";"Vespertino";;"2019/2"
"20162BAFIS0085";"Campus Cariacica";"M";"Bacharelado em Física";"Integral";;"2016/2"
"20162BAFIS0060";"Campus Cariacica";"F";"Bacharelado em Física";"Integral";;"2016/2"
"20192BAFIS0037";"Campus Cariacica";"M";"Bacharelado em Física";"Vespertino";;"2019/2"
"20172BAFIS0024";"Campus Cariacica";"M";"Bacharelado em Física";"Integral";;"2017/2"
"20202BAFIS0004";"Campus Cariacica";"M";"Bacharelado em Física";"Integral";"20202.BAFIS.8";"2020/2"
"20182BAFIS0048";"Campus Cariacica";"M";"Bacharelado em Física";"Vespertino";;"2018/2"
"20152BAFIS0097";"Campus Cariacica";"M";"Bacharelado em Física";"Integral";;"2015/2"
